image,image_path,label
00008_00044_00019,data\gtsrb\Train\8\00008_00044_00019.png,8
00025_00029_00021,data\gtsrb\Train\25\00025_00029_00021.png,25
00009_00003_00007,data\gtsrb\Train\9\00009_00003_00007.png,9
00035_00023_00024,data\gtsrb\Train\35\00035_00023_00024.png,35
00032_00002_00014,data\gtsrb\Train\32\00032_00002_00014.png,32
00018_00021_00005,data\gtsrb\Train\18\00018_00021_00005.png,18
00034_00009_00015,data\gtsrb\Train\34\00034_00009_00015.png,34
00035_00002_00008,data\gtsrb\Train\35\00035_00002_00008.png,35
00002_00046_00016,data\gtsrb\Train\2\00002_00046_00016.png,2
00005_00049_00000,data\gtsrb\Train\5\00005_00049_00000.png,5
00018_00018_00025,data\gtsrb\Train\18\00018_00018_00025.png,18
00008_00010_00022,data\gtsrb\Train\8\00008_00010_00022.png,8
00033_00000_00021,data\gtsrb\Train\33\00033_00000_00021.png,33
00025_00019_00010,data\gtsrb\Train\25\00025_00019_00010.png,25
00009_00017_00005,data\gtsrb\Train\9\00009_00017_00005.png,9
00038_00007_00019,data\gtsrb\Train\38\00038_00007_00019.png,38
00004_00001_00009,data\gtsrb\Train\4\00004_00001_00009.png,4
00011_00018_00004,data\gtsrb\Train\11\00011_00018_00004.png,11
00005_00035_00003,data\gtsrb\Train\5\00005_00035_00003.png,5
00013_00052_00026,data\gtsrb\Train\13\00013_00052_00026.png,13
00003_00033_00007,data\gtsrb\Train\3\00003_00033_00007.png,3
00008_00022_00018,data\gtsrb\Train\8\00008_00022_00018.png,8
00025_00003_00018,data\gtsrb\Train\25\00025_00003_00018.png,25
00007_00031_00014,data\gtsrb\Train\7\00007_00031_00014.png,7
00013_00016_00011,data\gtsrb\Train\13\00013_00016_00011.png,13
00010_00012_00006,data\gtsrb\Train\10\00010_00012_00006.png,10
00005_00054_00028,data\gtsrb\Train\5\00005_00054_00028.png,5
00016_00002_00027,data\gtsrb\Train\16\00016_00002_00027.png,16
00014_00000_00022,data\gtsrb\Train\14\00014_00000_00022.png,14
00018_00004_00001,data\gtsrb\Train\18\00018_00004_00001.png,18
00029_00004_00016,data\gtsrb\Train\29\00029_00004_00016.png,29
00018_00034_00010,data\gtsrb\Train\18\00018_00034_00010.png,18
00018_00009_00017,data\gtsrb\Train\18\00018_00009_00017.png,18
00005_00019_00016,data\gtsrb\Train\5\00005_00019_00016.png,5
00004_00049_00024,data\gtsrb\Train\4\00004_00049_00024.png,4
00010_00059_00015,data\gtsrb\Train\10\00010_00059_00015.png,10
00007_00032_00015,data\gtsrb\Train\7\00007_00032_00015.png,7
00001_00062_00010,data\gtsrb\Train\1\00001_00062_00010.png,1
00026_00002_00003,data\gtsrb\Train\26\00026_00002_00003.png,26
00013_00012_00002,data\gtsrb\Train\13\00013_00012_00002.png,13
00022_00010_00004,data\gtsrb\Train\22\00022_00010_00004.png,22
00032_00001_00021,data\gtsrb\Train\32\00032_00001_00021.png,32
00002_00057_00005,data\gtsrb\Train\2\00002_00057_00005.png,2
00038_00057_00010,data\gtsrb\Train\38\00038_00057_00010.png,38
00017_00013_00013,data\gtsrb\Train\17\00017_00013_00013.png,17
00008_00034_00005,data\gtsrb\Train\8\00008_00034_00005.png,8
00008_00037_00016,data\gtsrb\Train\8\00008_00037_00016.png,8
00025_00033_00017,data\gtsrb\Train\25\00025_00033_00017.png,25
00017_00024_00014,data\gtsrb\Train\17\00017_00024_00014.png,17
00010_00059_00006,data\gtsrb\Train\10\00010_00059_00006.png,10
00004_00043_00013,data\gtsrb\Train\4\00004_00043_00013.png,4
00035_00025_00003,data\gtsrb\Train\35\00035_00025_00003.png,35
00009_00029_00019,data\gtsrb\Train\9\00009_00029_00019.png,9
00013_00015_00006,data\gtsrb\Train\13\00013_00015_00006.png,13
00009_00012_00005,data\gtsrb\Train\9\00009_00012_00005.png,9
00010_00041_00025,data\gtsrb\Train\10\00010_00041_00025.png,10
00007_00045_00026,data\gtsrb\Train\7\00007_00045_00026.png,7
00013_00031_00001,data\gtsrb\Train\13\00013_00031_00001.png,13
00016_00010_00012,data\gtsrb\Train\16\00016_00010_00012.png,16
00012_00035_00020,data\gtsrb\Train\12\00012_00035_00020.png,12
00022_00008_00000,data\gtsrb\Train\22\00022_00008_00000.png,22
00040_00004_00021,data\gtsrb\Train\40\00040_00004_00021.png,40
00038_00025_00018,data\gtsrb\Train\38\00038_00025_00018.png,38
00019_00006_00015,data\gtsrb\Train\19\00019_00006_00015.png,19
00011_00004_00003,data\gtsrb\Train\11\00011_00004_00003.png,11
00015_00007_00019,data\gtsrb\Train\15\00015_00007_00019.png,15
00004_00005_00009,data\gtsrb\Train\4\00004_00005_00009.png,4
00006_00005_00003,data\gtsrb\Train\6\00006_00005_00003.png,6
00025_00023_00024,data\gtsrb\Train\25\00025_00023_00024.png,25
00010_00058_00020,data\gtsrb\Train\10\00010_00058_00020.png,10
00001_00038_00013,data\gtsrb\Train\1\00001_00038_00013.png,1
00012_00053_00008,data\gtsrb\Train\12\00012_00053_00008.png,12
00005_00027_00005,data\gtsrb\Train\5\00005_00027_00005.png,5
00004_00047_00006,data\gtsrb\Train\4\00004_00047_00006.png,4
00025_00032_00014,data\gtsrb\Train\25\00025_00032_00014.png,25
00025_00010_00018,data\gtsrb\Train\25\00025_00010_00018.png,25
00008_00020_00005,data\gtsrb\Train\8\00008_00020_00005.png,8
00017_00008_00026,data\gtsrb\Train\17\00017_00008_00026.png,17
00011_00014_00009,data\gtsrb\Train\11\00011_00014_00009.png,11
00002_00007_00022,data\gtsrb\Train\2\00002_00007_00022.png,2
00002_00007_00013,data\gtsrb\Train\2\00002_00007_00013.png,2
00030_00009_00020,data\gtsrb\Train\30\00030_00009_00020.png,30
00012_00018_00002,data\gtsrb\Train\12\00012_00018_00002.png,12
00013_00006_00005,data\gtsrb\Train\13\00013_00006_00005.png,13
00012_00046_00004,data\gtsrb\Train\12\00012_00046_00004.png,12
00023_00016_00024,data\gtsrb\Train\23\00023_00016_00024.png,23
00018_00027_00019,data\gtsrb\Train\18\00018_00027_00019.png,18
00016_00009_00004,data\gtsrb\Train\16\00016_00009_00004.png,16
00010_00010_00026,data\gtsrb\Train\10\00010_00010_00026.png,10
00003_00029_00015,data\gtsrb\Train\3\00003_00029_00015.png,3
00010_00000_00027,data\gtsrb\Train\10\00010_00000_00027.png,10
00001_00046_00020,data\gtsrb\Train\1\00001_00046_00020.png,1
00010_00041_00020,data\gtsrb\Train\10\00010_00041_00020.png,10
00021_00004_00009,data\gtsrb\Train\21\00021_00004_00009.png,21
00002_00008_00022,data\gtsrb\Train\2\00002_00008_00022.png,2
00013_00043_00019,data\gtsrb\Train\13\00013_00043_00019.png,13
00035_00005_00025,data\gtsrb\Train\35\00035_00005_00025.png,35
00001_00029_00004,data\gtsrb\Train\1\00001_00029_00004.png,1
00040_00011_00021,data\gtsrb\Train\40\00040_00011_00021.png,40
00001_00033_00010,data\gtsrb\Train\1\00001_00033_00010.png,1
00002_00067_00011,data\gtsrb\Train\2\00002_00067_00011.png,2
00013_00020_00014,data\gtsrb\Train\13\00013_00020_00014.png,13
00012_00022_00028,data\gtsrb\Train\12\00012_00022_00028.png,12
00006_00003_00017,data\gtsrb\Train\6\00006_00003_00017.png,6
00017_00031_00020,data\gtsrb\Train\17\00017_00031_00020.png,17
00031_00004_00006,data\gtsrb\Train\31\00031_00004_00006.png,31
00010_00032_00016,data\gtsrb\Train\10\00010_00032_00016.png,10
00002_00061_00009,data\gtsrb\Train\2\00002_00061_00009.png,2
00015_00000_00008,data\gtsrb\Train\15\00015_00000_00008.png,15
00014_00021_00006,data\gtsrb\Train\14\00014_00021_00006.png,14
00035_00006_00012,data\gtsrb\Train\35\00035_00006_00012.png,35
00025_00020_00005,data\gtsrb\Train\25\00025_00020_00005.png,25
00002_00001_00015,data\gtsrb\Train\2\00002_00001_00015.png,2
00024_00003_00021,data\gtsrb\Train\24\00024_00003_00021.png,24
00009_00013_00016,data\gtsrb\Train\9\00009_00013_00016.png,9
00033_00003_00028,data\gtsrb\Train\33\00033_00003_00028.png,33
00007_00045_00020,data\gtsrb\Train\7\00007_00045_00020.png,7
00008_00016_00023,data\gtsrb\Train\8\00008_00016_00023.png,8
00026_00016_00022,data\gtsrb\Train\26\00026_00016_00022.png,26
00013_00049_00019,data\gtsrb\Train\13\00013_00049_00019.png,13
00027_00000_00009,data\gtsrb\Train\27\00027_00000_00009.png,27
00013_00034_00018,data\gtsrb\Train\13\00013_00034_00018.png,13
00039_00007_00005,data\gtsrb\Train\39\00039_00007_00005.png,39
00034_00000_00010,data\gtsrb\Train\34\00034_00000_00010.png,34
00013_00070_00020,data\gtsrb\Train\13\00013_00070_00020.png,13
00042_00000_00002,data\gtsrb\Train\42\00042_00000_00002.png,42
00013_00052_00010,data\gtsrb\Train\13\00013_00052_00010.png,13
00013_00008_00012,data\gtsrb\Train\13\00013_00008_00012.png,13
00026_00012_00017,data\gtsrb\Train\26\00026_00012_00017.png,26
00017_00036_00017,data\gtsrb\Train\17\00017_00036_00017.png,17
00025_00000_00015,data\gtsrb\Train\25\00025_00000_00015.png,25
00008_00038_00021,data\gtsrb\Train\8\00008_00038_00021.png,8
00009_00018_00001,data\gtsrb\Train\9\00009_00018_00001.png,9
00023_00016_00020,data\gtsrb\Train\23\00023_00016_00020.png,23
00012_00021_00004,data\gtsrb\Train\12\00012_00021_00004.png,12
00013_00050_00017,data\gtsrb\Train\13\00013_00050_00017.png,13
00030_00004_00000,data\gtsrb\Train\30\00030_00004_00000.png,30
00034_00005_00027,data\gtsrb\Train\34\00034_00005_00027.png,34
00008_00030_00017,data\gtsrb\Train\8\00008_00030_00017.png,8
00012_00019_00026,data\gtsrb\Train\12\00012_00019_00026.png,12
00010_00013_00003,data\gtsrb\Train\10\00010_00013_00003.png,10
00020_00006_00010,data\gtsrb\Train\20\00020_00006_00010.png,20
00001_00042_00008,data\gtsrb\Train\1\00001_00042_00008.png,1
00008_00006_00020,data\gtsrb\Train\8\00008_00006_00020.png,8
00026_00005_00017,data\gtsrb\Train\26\00026_00005_00017.png,26
00038_00060_00007,data\gtsrb\Train\38\00038_00060_00007.png,38
00007_00046_00014,data\gtsrb\Train\7\00007_00046_00014.png,7
00001_00052_00005,data\gtsrb\Train\1\00001_00052_00005.png,1
00001_00032_00006,data\gtsrb\Train\1\00001_00032_00006.png,1
00030_00012_00018,data\gtsrb\Train\30\00030_00012_00018.png,30
00013_00011_00028,data\gtsrb\Train\13\00013_00011_00028.png,13
00003_00022_00011,data\gtsrb\Train\3\00003_00022_00011.png,3
00004_00045_00006,data\gtsrb\Train\4\00004_00045_00006.png,4
00031_00024_00007,data\gtsrb\Train\31\00031_00024_00007.png,31
00001_00060_00011,data\gtsrb\Train\1\00001_00060_00011.png,1
00013_00056_00025,data\gtsrb\Train\13\00013_00056_00025.png,13
00012_00060_00020,data\gtsrb\Train\12\00012_00060_00020.png,12
00006_00003_00012,data\gtsrb\Train\6\00006_00003_00012.png,6
00037_00001_00001,data\gtsrb\Train\37\00037_00001_00001.png,37
00025_00007_00027,data\gtsrb\Train\25\00025_00007_00027.png,25
00004_00018_00002,data\gtsrb\Train\4\00004_00018_00002.png,4
00004_00060_00002,data\gtsrb\Train\4\00004_00060_00002.png,4
00025_00025_00013,data\gtsrb\Train\25\00025_00025_00013.png,25
00017_00023_00011,data\gtsrb\Train\17\00017_00023_00011.png,17
00003_00032_00023,data\gtsrb\Train\3\00003_00032_00023.png,3
00008_00045_00010,data\gtsrb\Train\8\00008_00045_00010.png,8
00003_00018_00020,data\gtsrb\Train\3\00003_00018_00020.png,3
00020_00007_00019,data\gtsrb\Train\20\00020_00007_00019.png,20
00011_00024_00023,data\gtsrb\Train\11\00011_00024_00023.png,11
00022_00004_00000,data\gtsrb\Train\22\00022_00004_00000.png,22
00025_00036_00019,data\gtsrb\Train\25\00025_00036_00019.png,25
00038_00014_00004,data\gtsrb\Train\38\00038_00014_00004.png,38
00028_00011_00000,data\gtsrb\Train\28\00028_00011_00000.png,28
00022_00011_00017,data\gtsrb\Train\22\00022_00011_00017.png,22
00002_00049_00000,data\gtsrb\Train\2\00002_00049_00000.png,2
00007_00018_00013,data\gtsrb\Train\7\00007_00018_00013.png,7
00035_00036_00014,data\gtsrb\Train\35\00035_00036_00014.png,35
00013_00035_00023,data\gtsrb\Train\13\00013_00035_00023.png,13
00017_00010_00014,data\gtsrb\Train\17\00017_00010_00014.png,17
00012_00024_00004,data\gtsrb\Train\12\00012_00024_00004.png,12
00001_00002_00027,data\gtsrb\Train\1\00001_00002_00027.png,1
00025_00038_00010,data\gtsrb\Train\25\00025_00038_00010.png,25
00033_00004_00021,data\gtsrb\Train\33\00033_00004_00021.png,33
00007_00022_00018,data\gtsrb\Train\7\00007_00022_00018.png,7
00015_00016_00019,data\gtsrb\Train\15\00015_00016_00019.png,15
00017_00028_00022,data\gtsrb\Train\17\00017_00028_00022.png,17
00011_00031_00006,data\gtsrb\Train\11\00011_00031_00006.png,11
00005_00051_00009,data\gtsrb\Train\5\00005_00051_00009.png,5
00038_00012_00007,data\gtsrb\Train\38\00038_00012_00007.png,38
00004_00037_00010,data\gtsrb\Train\4\00004_00037_00010.png,4
00014_00016_00016,data\gtsrb\Train\14\00014_00016_00016.png,14
00038_00028_00013,data\gtsrb\Train\38\00038_00028_00013.png,38
00012_00036_00011,data\gtsrb\Train\12\00012_00036_00011.png,12
00018_00029_00002,data\gtsrb\Train\18\00018_00029_00002.png,18
00013_00005_00029,data\gtsrb\Train\13\00013_00005_00029.png,13
00037_00000_00005,data\gtsrb\Train\37\00037_00000_00005.png,37
00018_00030_00017,data\gtsrb\Train\18\00018_00030_00017.png,18
00002_00065_00007,data\gtsrb\Train\2\00002_00065_00007.png,2
00001_00027_00000,data\gtsrb\Train\1\00001_00027_00000.png,1
00002_00051_00029,data\gtsrb\Train\2\00002_00051_00029.png,2
00012_00020_00009,data\gtsrb\Train\12\00012_00020_00009.png,12
00004_00031_00029,data\gtsrb\Train\4\00004_00031_00029.png,4
00035_00001_00015,data\gtsrb\Train\35\00035_00001_00015.png,35
00009_00023_00014,data\gtsrb\Train\9\00009_00023_00014.png,9
00008_00041_00016,data\gtsrb\Train\8\00008_00041_00016.png,8
00013_00005_00006,data\gtsrb\Train\13\00013_00005_00006.png,13
00011_00014_00003,data\gtsrb\Train\11\00011_00014_00003.png,11
00007_00018_00029,data\gtsrb\Train\7\00007_00018_00029.png,7
00001_00004_00015,data\gtsrb\Train\1\00001_00004_00015.png,1
00001_00006_00023,data\gtsrb\Train\1\00001_00006_00023.png,1
00013_00024_00013,data\gtsrb\Train\13\00013_00024_00013.png,13
00033_00014_00006,data\gtsrb\Train\33\00033_00014_00006.png,33
00001_00067_00023,data\gtsrb\Train\1\00001_00067_00023.png,1
00023_00006_00003,data\gtsrb\Train\23\00023_00006_00003.png,23
00000_00002_00021,data\gtsrb\Train\0\00000_00002_00021.png,0
00036_00012_00018,data\gtsrb\Train\36\00036_00012_00018.png,36
00007_00040_00027,data\gtsrb\Train\7\00007_00040_00027.png,7
00013_00055_00003,data\gtsrb\Train\13\00013_00055_00003.png,13
00035_00020_00010,data\gtsrb\Train\35\00035_00020_00010.png,35
00030_00004_00023,data\gtsrb\Train\30\00030_00004_00023.png,30
00012_00045_00010,data\gtsrb\Train\12\00012_00045_00010.png,12
00001_00025_00005,data\gtsrb\Train\1\00001_00025_00005.png,1
00002_00067_00016,data\gtsrb\Train\2\00002_00067_00016.png,2
00009_00004_00010,data\gtsrb\Train\9\00009_00004_00010.png,9
00019_00002_00023,data\gtsrb\Train\19\00019_00002_00023.png,19
00005_00055_00026,data\gtsrb\Train\5\00005_00055_00026.png,5
00003_00009_00023,data\gtsrb\Train\3\00003_00009_00023.png,3
00008_00008_00022,data\gtsrb\Train\8\00008_00008_00022.png,8
00002_00032_00016,data\gtsrb\Train\2\00002_00032_00016.png,2
00024_00000_00007,data\gtsrb\Train\24\00024_00000_00007.png,24
00000_00001_00012,data\gtsrb\Train\0\00000_00001_00012.png,0
00037_00002_00002,data\gtsrb\Train\37\00037_00002_00002.png,37
00036_00001_00016,data\gtsrb\Train\36\00036_00001_00016.png,36
00038_00007_00006,data\gtsrb\Train\38\00038_00007_00006.png,38
00024_00000_00003,data\gtsrb\Train\24\00024_00000_00003.png,24
00007_00046_00015,data\gtsrb\Train\7\00007_00046_00015.png,7
00009_00007_00019,data\gtsrb\Train\9\00009_00007_00019.png,9
00028_00012_00009,data\gtsrb\Train\28\00028_00012_00009.png,28
00011_00009_00009,data\gtsrb\Train\11\00011_00009_00009.png,11
00006_00013_00022,data\gtsrb\Train\6\00006_00013_00022.png,6
00001_00017_00008,data\gtsrb\Train\1\00001_00017_00008.png,1
00013_00064_00007,data\gtsrb\Train\13\00013_00064_00007.png,13
00013_00007_00022,data\gtsrb\Train\13\00013_00007_00022.png,13
00011_00001_00005,data\gtsrb\Train\11\00011_00001_00005.png,11
00007_00037_00019,data\gtsrb\Train\7\00007_00037_00019.png,7
00012_00023_00009,data\gtsrb\Train\12\00012_00023_00009.png,12
00007_00031_00010,data\gtsrb\Train\7\00007_00031_00010.png,7
00022_00008_00019,data\gtsrb\Train\22\00022_00008_00019.png,22
00027_00006_00016,data\gtsrb\Train\27\00027_00006_00016.png,27
00020_00005_00022,data\gtsrb\Train\20\00020_00005_00022.png,20
00010_00006_00014,data\gtsrb\Train\10\00010_00006_00014.png,10
00012_00052_00027,data\gtsrb\Train\12\00012_00052_00027.png,12
00020_00003_00024,data\gtsrb\Train\20\00020_00003_00024.png,20
00009_00043_00024,data\gtsrb\Train\9\00009_00043_00024.png,9
00004_00032_00009,data\gtsrb\Train\4\00004_00032_00009.png,4
00011_00021_00009,data\gtsrb\Train\11\00011_00021_00009.png,11
00018_00037_00002,data\gtsrb\Train\18\00018_00037_00002.png,18
00006_00007_00005,data\gtsrb\Train\6\00006_00007_00005.png,6
00008_00014_00023,data\gtsrb\Train\8\00008_00014_00023.png,8
00030_00003_00018,data\gtsrb\Train\30\00030_00003_00018.png,30
00003_00019_00005,data\gtsrb\Train\3\00003_00019_00005.png,3
00021_00004_00017,data\gtsrb\Train\21\00021_00004_00017.png,21
00002_00027_00024,data\gtsrb\Train\2\00002_00027_00024.png,2
00038_00029_00009,data\gtsrb\Train\38\00038_00029_00009.png,38
00002_00069_00010,data\gtsrb\Train\2\00002_00069_00010.png,2
00006_00003_00009,data\gtsrb\Train\6\00006_00003_00009.png,6
00007_00013_00022,data\gtsrb\Train\7\00007_00013_00022.png,7
00038_00037_00027,data\gtsrb\Train\38\00038_00037_00027.png,38
00034_00009_00005,data\gtsrb\Train\34\00034_00009_00005.png,34
00035_00032_00006,data\gtsrb\Train\35\00035_00032_00006.png,35
00034_00003_00028,data\gtsrb\Train\34\00034_00003_00028.png,34
00027_00007_00016,data\gtsrb\Train\27\00027_00007_00016.png,27
00012_00041_00025,data\gtsrb\Train\12\00012_00041_00025.png,12
00028_00002_00007,data\gtsrb\Train\28\00028_00002_00007.png,28
00002_00007_00017,data\gtsrb\Train\2\00002_00007_00017.png,2
00007_00031_00019,data\gtsrb\Train\7\00007_00031_00019.png,7
00038_00060_00006,data\gtsrb\Train\38\00038_00060_00006.png,38
00035_00029_00004,data\gtsrb\Train\35\00035_00029_00004.png,35
00007_00007_00019,data\gtsrb\Train\7\00007_00007_00019.png,7
00016_00011_00005,data\gtsrb\Train\16\00016_00011_00005.png,16
00002_00026_00004,data\gtsrb\Train\2\00002_00026_00004.png,2
00008_00042_00009,data\gtsrb\Train\8\00008_00042_00009.png,8
00041_00007_00008,data\gtsrb\Train\41\00041_00007_00008.png,41
00030_00009_00009,data\gtsrb\Train\30\00030_00009_00009.png,30
00012_00040_00027,data\gtsrb\Train\12\00012_00040_00027.png,12
00012_00022_00013,data\gtsrb\Train\12\00012_00022_00013.png,12
00012_00060_00006,data\gtsrb\Train\12\00012_00060_00006.png,12
00005_00022_00003,data\gtsrb\Train\5\00005_00022_00003.png,5
00004_00035_00022,data\gtsrb\Train\4\00004_00035_00022.png,4
00018_00006_00003,data\gtsrb\Train\18\00018_00006_00003.png,18
00004_00051_00004,data\gtsrb\Train\4\00004_00051_00004.png,4
00034_00007_00028,data\gtsrb\Train\34\00034_00007_00028.png,34
00008_00006_00010,data\gtsrb\Train\8\00008_00006_00010.png,8
00002_00024_00007,data\gtsrb\Train\2\00002_00024_00007.png,2
00003_00023_00025,data\gtsrb\Train\3\00003_00023_00025.png,3
00027_00007_00004,data\gtsrb\Train\27\00027_00007_00004.png,27
00040_00001_00004,data\gtsrb\Train\40\00040_00001_00004.png,40
00009_00042_00009,data\gtsrb\Train\9\00009_00042_00009.png,9
00017_00018_00014,data\gtsrb\Train\17\00017_00018_00014.png,17
00027_00002_00004,data\gtsrb\Train\27\00027_00002_00004.png,27
00018_00001_00023,data\gtsrb\Train\18\00018_00001_00023.png,18
00021_00006_00001,data\gtsrb\Train\21\00021_00006_00001.png,21
00001_00043_00013,data\gtsrb\Train\1\00001_00043_00013.png,1
00005_00029_00026,data\gtsrb\Train\5\00005_00029_00026.png,5
00030_00008_00009,data\gtsrb\Train\30\00030_00008_00009.png,30
00037_00002_00027,data\gtsrb\Train\37\00037_00002_00027.png,37
00040_00010_00011,data\gtsrb\Train\40\00040_00010_00011.png,40
00025_00045_00002,data\gtsrb\Train\25\00025_00045_00002.png,25
00020_00005_00014,data\gtsrb\Train\20\00020_00005_00014.png,20
00017_00027_00015,data\gtsrb\Train\17\00017_00027_00015.png,17
00031_00011_00002,data\gtsrb\Train\31\00031_00011_00002.png,31
00005_00029_00004,data\gtsrb\Train\5\00005_00029_00004.png,5
00012_00060_00009,data\gtsrb\Train\12\00012_00060_00009.png,12
00002_00009_00011,data\gtsrb\Train\2\00002_00009_00011.png,2
00016_00000_00006,data\gtsrb\Train\16\00016_00000_00006.png,16
00008_00026_00024,data\gtsrb\Train\8\00008_00026_00024.png,8
00018_00039_00002,data\gtsrb\Train\18\00018_00039_00002.png,18
00004_00056_00004,data\gtsrb\Train\4\00004_00056_00004.png,4
00002_00024_00024,data\gtsrb\Train\2\00002_00024_00024.png,2
00004_00017_00008,data\gtsrb\Train\4\00004_00017_00008.png,4
00016_00013_00025,data\gtsrb\Train\16\00016_00013_00025.png,16
00025_00021_00024,data\gtsrb\Train\25\00025_00021_00024.png,25
00001_00044_00025,data\gtsrb\Train\1\00001_00044_00025.png,1
00004_00001_00011,data\gtsrb\Train\4\00004_00001_00011.png,4
00013_00010_00029,data\gtsrb\Train\13\00013_00010_00029.png,13
00028_00015_00021,data\gtsrb\Train\28\00028_00015_00021.png,28
00028_00002_00006,data\gtsrb\Train\28\00028_00002_00006.png,28
00003_00006_00015,data\gtsrb\Train\3\00003_00006_00015.png,3
00007_00015_00004,data\gtsrb\Train\7\00007_00015_00004.png,7
00003_00024_00009,data\gtsrb\Train\3\00003_00024_00009.png,3
00014_00025_00016,data\gtsrb\Train\14\00014_00025_00016.png,14
00003_00020_00025,data\gtsrb\Train\3\00003_00020_00025.png,3
00026_00016_00021,data\gtsrb\Train\26\00026_00016_00021.png,26
00017_00008_00027,data\gtsrb\Train\17\00017_00008_00027.png,17
00014_00024_00016,data\gtsrb\Train\14\00014_00024_00016.png,14
00017_00006_00014,data\gtsrb\Train\17\00017_00006_00014.png,17
00004_00061_00009,data\gtsrb\Train\4\00004_00061_00009.png,4
00005_00035_00023,data\gtsrb\Train\5\00005_00035_00023.png,5
00003_00004_00013,data\gtsrb\Train\3\00003_00004_00013.png,3
00035_00032_00022,data\gtsrb\Train\35\00035_00032_00022.png,35
00012_00047_00010,data\gtsrb\Train\12\00012_00047_00010.png,12
00004_00024_00016,data\gtsrb\Train\4\00004_00024_00016.png,4
00009_00035_00014,data\gtsrb\Train\9\00009_00035_00014.png,9
00012_00002_00019,data\gtsrb\Train\12\00012_00002_00019.png,12
00010_00030_00002,data\gtsrb\Train\10\00010_00030_00002.png,10
00002_00017_00013,data\gtsrb\Train\2\00002_00017_00013.png,2
00027_00001_00024,data\gtsrb\Train\27\00027_00001_00024.png,27
00002_00064_00024,data\gtsrb\Train\2\00002_00064_00024.png,2
00008_00019_00009,data\gtsrb\Train\8\00008_00019_00009.png,8
00001_00070_00019,data\gtsrb\Train\1\00001_00070_00019.png,1
00006_00012_00029,data\gtsrb\Train\6\00006_00012_00029.png,6
00012_00012_00013,data\gtsrb\Train\12\00012_00012_00013.png,12
00018_00015_00025,data\gtsrb\Train\18\00018_00015_00025.png,18
00010_00044_00029,data\gtsrb\Train\10\00010_00044_00029.png,10
00038_00066_00007,data\gtsrb\Train\38\00038_00066_00007.png,38
00033_00009_00009,data\gtsrb\Train\33\00033_00009_00009.png,33
00008_00018_00006,data\gtsrb\Train\8\00008_00018_00006.png,8
00001_00006_00017,data\gtsrb\Train\1\00001_00006_00017.png,1
00003_00028_00009,data\gtsrb\Train\3\00003_00028_00009.png,3
00001_00000_00002,data\gtsrb\Train\1\00001_00000_00002.png,1
00028_00004_00028,data\gtsrb\Train\28\00028_00004_00028.png,28
00036_00001_00017,data\gtsrb\Train\36\00036_00001_00017.png,36
00010_00058_00029,data\gtsrb\Train\10\00010_00058_00029.png,10
00018_00030_00010,data\gtsrb\Train\18\00018_00030_00010.png,18
00010_00023_00008,data\gtsrb\Train\10\00010_00023_00008.png,10
00006_00000_00003,data\gtsrb\Train\6\00006_00000_00003.png,6
00038_00008_00006,data\gtsrb\Train\38\00038_00008_00006.png,38
00015_00000_00021,data\gtsrb\Train\15\00015_00000_00021.png,15
00010_00023_00010,data\gtsrb\Train\10\00010_00023_00010.png,10
00005_00049_00017,data\gtsrb\Train\5\00005_00049_00017.png,5
00036_00009_00006,data\gtsrb\Train\36\00036_00009_00006.png,36
00030_00004_00018,data\gtsrb\Train\30\00030_00004_00018.png,30
00005_00058_00018,data\gtsrb\Train\5\00005_00058_00018.png,5
00028_00008_00018,data\gtsrb\Train\28\00028_00008_00018.png,28
00002_00066_00022,data\gtsrb\Train\2\00002_00066_00022.png,2
00007_00002_00018,data\gtsrb\Train\7\00007_00002_00018.png,7
00013_00055_00005,data\gtsrb\Train\13\00013_00055_00005.png,13
00017_00009_00011,data\gtsrb\Train\17\00017_00009_00011.png,17
00010_00002_00025,data\gtsrb\Train\10\00010_00002_00025.png,10
00007_00038_00000,data\gtsrb\Train\7\00007_00038_00000.png,7
00023_00007_00005,data\gtsrb\Train\23\00023_00007_00005.png,23
00014_00010_00006,data\gtsrb\Train\14\00014_00010_00006.png,14
00001_00066_00016,data\gtsrb\Train\1\00001_00066_00016.png,1
00005_00011_00005,data\gtsrb\Train\5\00005_00011_00005.png,5
00023_00008_00029,data\gtsrb\Train\23\00023_00008_00029.png,23
00001_00070_00004,data\gtsrb\Train\1\00001_00070_00004.png,1
00021_00007_00029,data\gtsrb\Train\21\00021_00007_00029.png,21
00015_00017_00026,data\gtsrb\Train\15\00015_00017_00026.png,15
00011_00024_00004,data\gtsrb\Train\11\00011_00024_00004.png,11
00010_00039_00021,data\gtsrb\Train\10\00010_00039_00021.png,10
00010_00015_00021,data\gtsrb\Train\10\00010_00015_00021.png,10
00012_00046_00005,data\gtsrb\Train\12\00012_00046_00005.png,12
00023_00013_00027,data\gtsrb\Train\23\00023_00013_00027.png,23
00039_00007_00001,data\gtsrb\Train\39\00039_00007_00001.png,39
00010_00018_00005,data\gtsrb\Train\10\00010_00018_00005.png,10
00010_00044_00017,data\gtsrb\Train\10\00010_00044_00017.png,10
00017_00001_00027,data\gtsrb\Train\17\00017_00001_00027.png,17
00027_00000_00024,data\gtsrb\Train\27\00027_00000_00024.png,27
00012_00037_00007,data\gtsrb\Train\12\00012_00037_00007.png,12
